"","name","tags","service","environment","taste","price","review_number","address","features","stars"
"6","真真粥品","中餐 ","7.5","7.1","8.3","14","51封点评","069184,新加坡卡达耶纳卢尔街1
              
        ","8人推荐
皮蛋鸡肉粥
4人推荐
鱼片鸡丝皮蛋粥
","四星商户"
"7","鮨一","日本料理 ","9.1","9","8.7","1930","19封点评","乌节路320号万豪华夏酒店一层04
              +65-62355514
        ","3人推荐
海胆
2人推荐
毛蟹
2人推荐
刺身
","准五星商户"
"8","Holycrab","海鲜 ","8.7","8.4","8.6","370","20封点评","2 Tan Quee Lan Street, #01-03 (S) 188091
              +65-84442722
        ","4人推荐
福建海鲜面
4人推荐
青辣椒螃蟹
2人推荐
黄油咖喱叶酱蟹
","准五星商户"
"9","R&B Tea","奶茶/果汁 ","8.5","8.2","8.4","30","36封点评","2 Bay Front Ave, #B2-49A/50-53, Canal Level, Singapore 018972
              
        ","2人推荐
白桃乌龙厚拿铁
2人推荐
黑眼豆豆白桃乌龙奶茶
1人推荐
蜜桃晶球
","准五星商户"
"10","罗伊斯(ION店)","面包甜点 ","9","9","9","77","29封点评","乌节弯路2ION ORCHARD大厦#B4-10
              65099340
        ","2人推荐
牛奶巧克力
","五星商户"
"11","Sufood(莱佛士城店)","西餐 ","9.1","9","8.9","195","21封点评","#02-19/21, Raffles City 莱佛士城, 252 North Bridge Road, 179103
              63335338
        ","5人推荐
星星披萨
3人推荐
松露蘑菇汤
3人推荐
沙拉
","五星商户"
"12","龍海鮮螃蟹王(Alexandra)","海鲜 ","9","8.9","9.1","
        -","17封点评","368 Alexandra Rd, 新加坡 159952
              +65-62599861
        ","4人推荐
Signature HorFun
3人推荐
CLAYPOT RED GROUPER IN CANTO STYLE
3人推荐
CHINESE SPINACH WITH EGGS
","五星商户"
"13","328 Katong Laksa","东南亚菜 新加坡菜 ","8.1","7.9","8.5","36","26封点评","B2-05, Westgate Mall, 3 Gateway Dr, S608532
              
        ","6人推荐
加东叻沙（中）
1人推荐
酸柑汁
1人推荐
咖喱鸡饭
","四星商户"
"14","Town食府","海鲜 ","8.5","8.4","8.1","
        -","17封点评","新加坡Fullerton广场1号 新加坡浮尔顿酒店内
              +65-68778911
        ","1人推荐
buffet
1人推荐
海鲜bbq
","准五星商户"
"0","吐司工坊(联合购物店)","东南亚菜 新加坡菜 ","8.8","8.6","9","40","32封点评","101 Thomson Road ,#01-81 United Square
              62537962
        ","8人推荐
土司
4人推荐
半熟蛋
3人推荐
马来卤面
","五星商户"
"1","Le Meridien","自助餐 ","8.5","8.8","8.1","
        -","20封点评","Singapore,23 Beach View,098679
              
        ","2人推荐
Morning buffet
","准五星商户"
"2","麦当劳(樟宜机场T2店)","小吃快餐 汉堡 ","8.2","8.1","8.4","52","56封点评","樟宜机场2号航站楼1楼
              +65-65427991
        ","3人推荐
扭扭薯条TwistedFrie
3人推荐
榴莲麦旋风
3人推荐
珍寶套餐
","准五星商户"
"3","边缘@新加坡泛太平洋酒店","中餐 ","9.1","9.1","9","416","22封点评","039595,新加坡莱佛士大道7新加坡泛太平洋酒店Level 3
              68268240
        ","1人推荐
榴莲布丁
1人推荐
圣诞自助餐
","五星商户"
"4","MAGNUM PLEASURE STORE","冰淇淋 ","9","8.7","8.5","42","37封点评","ION Orchard B2-07, 2 Orchard Turn
              
        ","10人推荐
梦龙
5人推荐
配料
1人推荐
巧克力酱
","准五星商户"
"5","Melt Café","自助餐 ","8.2","8.5","8.3","402","26封点评","5 Raffles Avenue | Marina Square
              
        ","1人推荐
龙虾丸汤
1人推荐
鱼饼
","四星商户"
"6","Krispy Kreme","面包甜点 ","8.7","8.8","8.8","30","30封点评","8 Sentosa Gateway, Resorts World Sentosa
              
        ","4人推荐
原味甜甜圈
2人推荐
double chocolate
","准五星商户"
"7","Tanuki Raw","日本料理 ","7.5","8.6","8","305","29封点评","181 Orchard Rd，#04-01，49 Seats- Orchard
              +(65)66365949
        ","5人推荐
truffle yakiniku
4人推荐
鹅肝牛小排饭
2人推荐
海鲜饭
","四星商户"
"8","Garibaldi","西餐 ","8.5","9","8.5","542","22封点评","海南二街36号#01-02
              +65-68371468
        ","2人推荐
龙虾意面
2人推荐
牛排
","准五星商户"
"9","添好运(樟宜机场店)","小吃快餐 ","8.6","8.9","8.9","68","29封点评","新樟宜机场上端311勿洛商城#B1-51/52
              +65-62462000
        ","4人推荐
酥皮焗叉烧包
3人推荐
焖伊面
2人推荐
古法糯米鸡
","准五星商户"
"10","凯嘉","中餐 ","9.1","9.1","8.5","1061","26封点评","1 The Knolls, Sentosa Island
              +65 6377 8888
        ","2人推荐
榄菜素炒饭
1人推荐
每日例汤
1人推荐
软壳蟹
","准五星商户"
"11","金华鱼头鱼片米粉","小吃快餐 ","7.4","6.8","8.5","32","36封点评","069184,新加坡卡达耶纳卢尔街1麦克斯韦食品中心01-61
              
        ","6人推荐
鱼片米粉
1人推荐
鱼块米粉
1人推荐
鱼片汤
","准五星商户"
"12","亚坤(HDB Hub店)","面包甜点 小吃快餐 ","8.8","8.8","9.2","44","27封点评","Blk 490 Lorong 6 Toa Payoh HDB Hub #01-16
              63581134
        ","6人推荐
咖椰土司套餐
4人推荐
咖椰吐司
3人推荐
水波蛋
","五星商户"
"13","Prego Italian Restaurant & Bar","西餐 ","8.9","8.9","8.7","291","20封点评","新加坡Bras Basah路80号 新加坡费尔蒙特酒店1层
              +65-64316156
        ","2人推荐
火腿+蜜瓜
2人推荐
夏威夷火腿披萨
1人推荐
墨魚
","五星商户"
"14","川羊记(牛车水店)","火锅 ","8.5","9","9","170","19封点评","211 South Bridge Road, Singapore 058760
              
        ","2人推荐
羊肉汤底
1人推荐
夫妻肺片
1人推荐
鲜羊肉
","准五星商户"
"0","同乐经典(樟宜店)","中餐 ","9.1","9","8.6","308","24封点评","Changi City Point #01-26/27, 5 Changi Business Park Central 1
              +65-66360606
        ","9人推荐
招牌辣椒螃蟹
3人推荐
古传富贵鸡
3人推荐
有米猪
","准五星商户"
"1","川羊记(芽笼店)","火锅 ","8.7","8.6","9","179","29封点评","Lor 1 Geylang, No.2, Singapore 389115
              +65-63335736
        ","11人推荐
羊排
8人推荐
羊肉汤
6人推荐
羊肉串
","准五星商户"
"2","爱琴猫","面包甜点 ","8.9","8.8","8.9","44","21封点评","6 Eu Tong Sen St, #01-41, Clarke Quay Central
              +65-62870077
        ","8人推荐
猫山王榴莲芝士蛋糕
3人推荐
芝士柚子
2人推荐
巧克力芝士蛋糕
","准五星商户"
"3","J65@Hotel Jen","自助餐 ","8.5","8.7","8","
        -","18封点评","Lobby Level, Hotel Jen 1A Cuscaden Road Singapore 249176
              68314374
        ","3人推荐
波士顿龙虾
2人推荐
雪蟹
1人推荐
Laksa
","准五星商户"
"4","70号美味","烤肉 ","8.8","7.7","9","401","28封点评","Clemenceau大道北500(MRT Newton station)
              
        ","11人推荐
黑椒蟹
9人推荐
老虎虾
6人推荐
魔鬼鱼
","准五星商户"
"5","嘉苑","粤菜 中餐 ","8.8","8.9","8.9","402","20封点评","6 Raffles Boulevard, #03-128A/128B, Marina Square, Singapore 039594
              62504826
        ","3人推荐
冰镇咕咾肉
2人推荐
红酒焗羊排
2人推荐
黑松露天使面
","准五星商户"
"6","The Knolls","西餐 ","9.1","9.2","9","656","22封点评","新加坡The Knolls1号 新加坡新加坡嘉佩乐酒店内
              +65-65915046
        ","2人推荐
叻沙
2人推荐
冬阴功
1人推荐
海南鸡
","五星商户"
"7","PappaRich","东南亚菜 特产手信 ","8","8.1","8.2","146","33封点评","#02-386, Suntec City Mall 新达城广场, 3 Temasek Boulevard, Suntec City, 038983
              
        ","5人推荐
牛肉椰浆饭
3人推荐
沙爹牛肉
2人推荐
沙爹鸡肉串
","四星商户"
"8","松发肉骨茶(利达广场店)","肉骨茶 小吃快餐 ","8.8","8.3","9","77","40封点评","33 Sengkang West Avenue, The Seletar Mall #01-39/40/41, Singapore 797653
              +65-67027688
        ","12人推荐
招牌排骨肉骨茶
2人推荐
扣肉
2人推荐
猪肚汤
","五星商户"
"9","188 Cafe","中餐 ","9","8.5","9","137","29封点评","331/333 Balestier Road, Singapore 329765, Singapore
              +65-62569816
        ","4人推荐
泡椒田鸡
4人推荐
肉骨茶
4人推荐
黑椒螃蟹
","五星商户"
"10","Native","酒吧 ","9.1","8.4","8.8","191","21封点评","52A Amoy Street Singapore 069878
              88696520
        ","","五星商户"
"11","五十年代","面包甜点 ","7.7","6.9","8.7","23","29封点评","史密斯街335号 牛车水大厦二楼
              
        ","5人推荐
咖啡乌
5人推荐
奶茶
1人推荐
咖啡套餐
","准五星商户"
"12","R&B 巡茶","奶茶/果汁 ","8.4","8.7","9","26","23封点评","10 Bayfront Ave, Singapore 018956
              
        ","4人推荐
蜜桃晶球
1人推荐
黑眼豆豆红（M）
","准五星商户"
"13","PS. Cafe(Raffles City)","西餐 ","8.3","8.9","7.7","176","32封点评","Raffles City S, C, 252 North Bridge Road, #03, 37, S, 新加坡 179103
              +65-88588728
        ","8人推荐
松露薯条
2人推荐
汉堡
1人推荐
炸鸡
","四星商户"
"14","乐牛私房面家(怡丰城店)","面条 小吃快餐 ","7.7","8.2","8.2","74","32封点评","1 Harbourfront Walk ,#02-91 VivoCity
              63769039
        ","5人推荐
牛肉汤面
3人推荐
带子拌面
2人推荐
油麦菜
","四星商户"
"0","Silver Shell Cafe","自助餐 ","8.7","8.9","8.5","365","17封点评","Shangri-La's Rasa Sentosa Resort & Spa | Level 3, 101 Siloso Road, Sentosa Island 098970, Singapore
              6563711966
        ","1人推荐
龍蝦
","准五星商户"
"1","Trapizza at Shangri-La’s Rasa...","西餐 ","7.6","8.3","8","227","27封点评","西乐索路101
              63762662
        ","5人推荐
披萨
2人推荐
牛角包
2人推荐
椰子汁
","四星商户"
"2","翡翠小厨(391义安城)","茶餐厅 中餐 ","8.1","8.4","8.1","135","25封点评","238872,新加坡乌节路391义安城#B2-38
              67380733
        ","2人推荐
虾饺
2人推荐
杨枝甘露
2人推荐
鱼片粥
","四星商户"
"3","老曾记(IMM)","小吃快餐 ","8.8","8.4","8.8","31","24封点评","#01-35, IMM Building, 2 Jurong East Street 21, 609601
              63032336
        ","6人推荐
鱼丸
5人推荐
咖喱角
2人推荐
炸苏东仔
","准五星商户"
"4","乐天皇朝(乌节路店)","中餐 ","8.8","8.7","8.4","205","21封点评","435 Orchard Rd,#01-18 Wisma Atria,Singapore 238877
              +65-62193931
        ","8人推荐
红油鲜虾抄手
7人推荐
皇朝小龙包
4人推荐
蟹粉炒饭
","准五星商户"
"5","Khansama Tandoori Restaurant","印度菜 ","8.2","8","8.3","118","39封点评","166 Serangoon Road
              62990300
        ","12人推荐
芝士蒜香烤馕
8人推荐
鸡肉咖喱
7人推荐
芒果拉西
","四星商户"
"6","文东记(宏茂桥店)","东南亚菜 海南鸡饭 ","7.6","7.5","7.8","118","40封点评","560233,新加坡宏茂桥大街5233#01-1194
              +65-645-72696
        ","9人推荐
海南鸡
5人推荐
金丝麦片虾
2人推荐
白斩鸡
","四星商户"
"7","永祥兴豆腐","东南亚菜 新加坡菜 ","8.7","7.6","9","18","19封点评","050032,新加坡新市场路32人民公园熟食中心#01-1084
              
        ","7人推荐
酿豆腐
1人推荐
豆腐塞肉
","五星商户"
"8","蓝莲花中餐馆 Blue Lotus","中餐 ","7.7","7.7","7.7","
        -","1封点评","31Ocean way#01-13 quayside isle Singapore 098375
              
        ","","四星商户"
"9","億客館","中餐 ","9","8.5","8.9","104","21封点评","57 east coast road 新加坡
              +65-84443400
        ","3人推荐
螃蟹促销
2人推荐
菜脯蛋
1人推荐
排骨王饭
","五星商户"
"10","Mr Bean(怡丰城店)","面包甜点 ","8.3","8.2","8.8","19","26封点评","#B2-K09 VivoCity 怡丰城, 1 Harbourfront Walk, 098585
              
        ","5人推荐
车轮饼
4人推荐
豆乳冰激凌
1人推荐
蘑菇鸡肉
","准五星商户"
"11","三巴旺白米粉","东南亚菜 新加坡菜 ","8.4","8.3","9","99","24封点评","2 Jurong East Street 21, #02-24, Singapore 609601
              
        ","15人推荐
白记招牌米粉
6人推荐
炸虾枣
6人推荐
薏米水
","准五星商户"
"12","东海潮州酒家","中餐 ","8.4","8.3","8.4","311","35封点评","#05-08/09 义安城, 391 Orchard Rd, 238872
              +65-62359088
        ","6人推荐
蒜蓉蒸竹节蚌
5人推荐
冻花蟹
5人推荐
卤水拼盘
","四星商户"
"13","菲什& Co.(百利宫店)","西餐 ","8.5","8.5","8.5","189","28封点评","乌节路 290号 B1, 35/36号
              +65-67330938
        ","2人推荐
海鲜拼盘
1人推荐
炸蟹
","准五星商户"
"14","ARTEA","咖啡厅 ","9.1","9.1","9","42","29封点评","1 Harbourfront Walk, #01-100/101, 新加坡 098585
              +65-83108158
        ","10人推荐
芒果雪乐
8人推荐
芒果舒芙蕾
7人推荐
七种水果茶王
","五星商户"
"0","河岸海鲜馆","中餐 ","7.4","8.1","7.8","
        -","34封点评","Blk 3A Clarke Quay Rivefront,River Valley Road
              +65-63383195
        ","6人推荐
黑胡椒肉蟹
4人推荐
辣椒螃蟹
2人推荐
娘惹风味蒸煮鱼
","四星商户"
"1","Awfully Chocolate(ION)","面包甜点 零食 ","8.5","8.5","8.5","39","31封点评","#B4-50, ION Orchard, 2 Orchard Turn
              68846377
        ","12人推荐
巧克力千层蛋糕
2人推荐
黑巧克力冰淇淋
1人推荐
焦糖布丁
","准五星商户"
"2","桐记牛肉粿条","中餐 ","8","6.9","8.2","29","24封点评","7 Maxwell Road,01-42 Amoy Street Food Centre
              63231679
        ","2人推荐
牛肉粿条
1人推荐
干捞牛杂粿条
1人推荐
牛肉面
","四星商户"
"3","海底捞(Plaza Singapura分店)","火锅 中餐 ","9","8.6","8.8","384","22封点评","68 Orchard Road #04-01/20 Plaza, 新加坡 238839
              +65-62500990
        ","1人推荐
黑猪肉
1人推荐
扇贝
1人推荐
鲍鱼
","准五星商户"
"4","梧槽豆花(芽茏店)","面包甜点 ","7.9","7.2","8.6","19","51封点评","389653,新加坡芽笼路745号
              82887020
        ","5人推荐
莲子豆花
3人推荐
榴莲春卷
2人推荐
豆花水
","四星商户"
"5","星巴克(英比奥小路店)","咖啡厅 面包甜点 ","9","9","9","54","29封点评","英比奥小路42
              62760136
        ","8人推荐
摩卡星冰乐
5人推荐
抹茶拿铁
2人推荐
冰拿铁
","五星商户"
"6","了凡油鸡饭面","亚洲菜 ","8.6","8.4","8.6","43","16封点评","North Bridge Rd, 新加坡
              
        ","5人推荐
油鸡叉烧双拼套餐
5人推荐
叉烧三拼
","准五星商户"
"7","南华昌海鲜鱼头炉","中餐 ","8.3","7.7","8.3","174","38封点评","Blk 462 Crawford Lane #01-69/71 Singapore 190462
              62964533
        ","8人推荐
鱼头锅
7人推荐
招牌鱼头炉
5人推荐
麦片虾
","四星商户"
"8","林志源","更多美食 ","8.6","8.5","8.8","
        -","13封点评","78 Airport Blvd, Jewel Changi Airport, 新加坡
              
        ","3人推荐
招牌肉干
2人推荐
牛肉干
","准五星商户"
"9","亚坤(百利宫店)","面包甜点 小吃快餐 ","7.3","7.4","8.4","
        -","40封点评","乌节路 290号 B1, 37/38号
              +65-62357314
        ","6人推荐
吐司
5人推荐
奶茶
2人推荐
半熟鸡蛋
","四星商户"
"10","New Ubin Seafood Restaurant","中餐 ","8","7.6","8.6","373","23封点评","63 Hillview Avenue, Level 6
              +65-64669558
        ","1人推荐
蚝煎
1人推荐
蒜头炒蟹
1人推荐
蒜蓉炒baby芥兰
","四星商户"
"11","Mrs Pho","东南亚菜 ","7.9","8.2","8.4","108","22封点评","349 Beach Road, Singapore, Singapore
              
        ","10人推荐
越南河粉
5人推荐
河内肉丸
5人推荐
春卷
","准五星商户"
"12","本家(怡丰城店)","韩国料理 ","8.7","8.4","8.5","318","16封点评","#02-123/124, VivoCity 怡丰城, 1 Harbourfront Walk, Singapore 098585
              +65-63768268
        ","4人推荐
老白吾桑格
3人推荐
甜味五花肉
1人推荐
辣味五花肉
","准五星商户"
"13","吃茶三千","奶茶/果汁 ","7.8","8.6","8.3","25","19封点评","313 Orchard Rd, 新加坡 238895
              +65-64969313
        ","6人推荐
冻顶乌龙鲜奶茶
4人推荐
国王珍珠奶茶
1人推荐
决明乌龙奶盖
","四星商户"
